9,3,1,6,2,5,4,7,8
6,8,5,1,7,4,2,3,9
7,2,4,9,3,8,6,1,5
3,6,2,4,8,1,9,5,7
8,5,7,3,6,9,1,4,2
4,1,9,7,5,2,3,8,6
1,4,8,2,9,7,5,6,3
5,9,3,8,4,6,7,2,1
2,7,6,5,1,3,8,9,4
